Time [s],Raw altitude [km],Raw speed [m/s],Smoothed altitude [km],Smoothed speed [m/s],Downrange distance [km],Horizontal speed [m/s],Vertical speed [m/s],Total acceleration [m/s^2],Horizontal acceleration [m/s^2],Vertical acceleration [m/s^2],Mach number,Dynamic pressure [kPa],Specific orbital energy [MJ/kg],Perigee altitude [km]
0,0,0,0.0,0.0,0.0,0.0,48.2,3.2,1.1,3.0,0.0,0.0,-62.5,-6361.0
1,0,0,0.0,0.0,0.0,0.0,48.2,3.2,1.1,3.0,0.0,0.0,-62.5,-6361.0
2,0,0,0.0,0.9,0.0,0.0,48.2,3.2,1.1,3.0,0.0,0.0,-62.5,-6361.0
3,0,3,0.0,3.1,0.0,0.0,48.2,3.2,1.1,3.0,0.0,0.0,-62.5,-6361.0
4,0,6,0.0,7.2,0.0,0.0,48.2,3.2,1.1,3.0,0.0,0.0,-62.5,-6361.0
5,0,12,0.0,12.1,0.0,0.0,48.2,3.2,1.1,3.0,0.0,0.1,-62.5,-6361.0
6,0,18,0.0,17.2,0.0,0.0,48.2,3.2,1.1,3.0,0.1,0.2,-62.5,-6361.0
7,0,22,0.0,21.9,0.0,0.0,48.2,3.2,1.1,3.0,0.1,0.3,-62.5,-6361.0
8,0,26,0.0,26.3,0.0,0.0,48.2,3.2,1.1,3.0,0.1,0.4,-62.5,-6361.0
9,0,31,0.0,31.4,0.0,0.0,48.2,3.2,1.1,3.0,0.1,0.6,-62.5,-6361.0
10,0,37,0.0,36.7,0.0,0.0,48.2,3.2,1.1,3.0,0.1,0.8,-62.5,-6361.0
11,0,42,0.0,42.0,0.0,0.0,48.2,3.2,1.1,3.0,0.1,1.1,-62.5,-6361.0
12,0,47,0.0,46.9,0.0,0.0,48.2,3.2,1.1,3.0,0.1,1.3,-62.5,-6361.0
13,0,52,0.1,51.6,0.0,0.0,48.2,3.2,1.1,3.0,0.2,1.6,-62.5,-6360.2
14,0,56,0.1,56.5,0.0,0.0,48.2,3.2,1.1,3.1,0.2,1.9,-62.5,-6359.7
15,0,62,0.2,61.4,0.0,0.0,51.7,3.3,1.1,3.1,0.2,2.3,-62.4,-6359.5
16,0,66,0.2,66.5,0.0,0.0,58.4,3.4,1.1,3.3,0.2,2.6,-62.4,-6359.5
17,0,71,0.3,71.4,0.0,0.0,63.7,3.6,1.2,3.4,0.2,3.0,-62.4,-6359.5
18,0,76,0.3,76.4,0.0,0.0,68.4,3.8,1.2,3.6,0.2,3.5,-62.4,-6359.4
19,0,81,0.4,81.7,0.0,0.0,73.0,4.0,1.3,3.8,0.2,3.9,-62.4,-6359.3
20,0,87,0.4,86.6,0.0,0.0,77.6,4.3,1.5,4.0,0.3,4.4,-62.4,-6359.1
21,0,91,0.5,91.5,0.0,12.2,82.9,4.5,1.6,4.2,0.3,4.9,-62.4,-6359.2
22,1,96,0.6,96.4,0.0,16.6,89.1,4.7,1.7,4.4,0.3,5.4,-62.4,-6359.3
23,1,102,0.7,100.9,0.0,17.5,95.2,4.9,1.8,4.6,0.3,5.8,-62.4,-6359.3
24,1,105,0.8,106.0,0.1,20.5,101.4,5.1,1.9,4.7,0.3,6.4,-62.4,-6359.8
25,1,111,0.9,111.1,0.1,22.6,108.3,5.3,2.0,4.9,0.3,6.9,-62.4,-6359.8
26,1,117,1.0,117.1,0.1,28.0,115.2,5.4,2.1,5.0,0.3,7.6,-62.4,-6360.0
27,1,123,1.1,122.5,0.1,29.5,120.6,5.6,2.2,5.2,0.4,8.2,-62.4,-6360.0
28,1,128,1.3,128.1,0.2,31.2,126.0,5.8,2.2,5.3,0.4,8.9,-62.4,-6360.1
29,1,134,1.4,133.5,0.2,32.0,132.1,5.9,2.3,5.4,0.4,9.5,-62.4,-6360.0
30,1,139,1.6,139.0,0.2,32.1,138.2,6.0,2.4,5.5,0.4,10.1,-62.4,-6360.3
31,2,144,1.7,144.4,0.3,31.6,144.4,6.1,2.5,5.6,0.4,10.8,-62.4,-6361.0
32,2,150,1.9,150.0,0.3,32.4,150.5,6.1,2.5,5.6,0.5,11.4,-62.4,-6361.0
33,2,156,2.0,156.2,0.3,35.9,156.7,6.1,2.6,5.6,0.5,12.2,-62.4,-6361.0
34,2,162,2.2,162.5,0.4,39.7,162.8,6.2,2.7,5.6,0.5,13.0,-62.4,-6361.0
35,2,169,2.3,169.0,0.4,44.0,169.7,6.2,2.7,5.6,0.5,13.9,-62.4,-6361.0
36,2,176,2.5,175.3,0.5,47.4,176.7,6.1,2.7,5.5,0.5,14.7,-62.4,-6361.0
37,3,181,2.7,181.4,0.5,50.1,182.0,6.1,2.6,5.5,0.5,15.5,-62.4,-6361.0
38,3,187,2.9,187.7,0.6,53.6,186.6,6.0,2.5,5.5,0.6,16.3,-62.4,-6360.3
39,3,194,3.0,193.6,0.6,55.9,191.2,5.9,2.4,5.4,0.6,17.0,-62.4,-6359.4
40,3,199,3.2,199.8,0.7,59.5,196.6,5.8,2.3,5.3,0.6,17.7,-62.4,-6359.5
41,3,206,3.5,205.7,0.8,62.3,202.8,5.7,2.2,5.3,0.6,18.3,-62.4,-6359.3
42,4,212,3.7,211.9,0.8,66.3,207.4,5.6,2.1,5.2,0.7,19.1,-62.4,-6358.9
43,4,218,3.9,217.7,0.9,68.9,211.2,5.5,2.1,5.1,0.7,19.7,-62.4,-6358.5
44,4,223,4.1,223.3,1.0,71.4,215.8,5.5,2.1,5.1,0.7,20.2,-62.4,-6358.3
45,4,229,4.3,228.7,1.0,73.1,221.2,5.5,2.1,5.1,0.7,20.7,-62.4,-6358.1
46,4,234,4.6,234.3,1.1,75.5,226.6,5.5,2.2,5.0,0.7,21.2,-62.4,-6358.2
47,5,240,4.8,239.5,1.2,77.2,230.4,5.4,2.2,5.0,0.7,21.6,-62.4,-6357.8
48,5,245,5.0,245.2,1.3,80.2,235.0,5.4,2.2,4.9,0.8,22.0,-62.4,-6357.6
49,5,251,5.3,250.6,1.3,82.4,240.4,5.4,2.3,4.9,0.8,22.4,-62.4,-6357.5
50,5,256,5.5,256.4,1.4,86.1,245.0,5.3,2.3,4.8,0.8,22.9,-62.3,-6357.4
51,6,262,5.8,262.0,1.5,89.3,250.4,5.3,2.2,4.8,0.8,23.1,-62.3,-6357.1
52,6,268,6.1,267.7,1.6,92.8,255.8,5.3,2.3,4.8,0.8,23.4,-62.3,-6357.1
53,6,273,6.3,272.7,1.7,94.5,259.6,5.3,2.3,4.7,0.9,23.7,-62.3,-6356.9
54,7,278,6.6,277.2,1.8,94.9,263.4,5.3,2.3,4.7,0.9,23.8,-62.3,-6356.7
55,7,281,6.8,281.3,1.9,93.8,268.0,5.3,2.4,4.7,0.9,23.9,-62.3,-6356.8
56,7,285,7.1,285.6,2.0,93.1,271.9,5.4,2.5,4.8,0.9,23.8,-62.3,-6356.8
57,7,290,7.4,289.9,2.1,92.6,275.7,5.4,2.5,4.8,0.9,23.7,-62.3,-6356.5
58,8,294,7.6,294.5,2.2,93.1,280.3,5.5,2.6,4.8,1.0,23.8,-62.3,-6356.5
59,8,299,7.9,299.3,2.3,93.6,284.9,5.5,2.7,4.8,1.0,23.8,-62.3,-6356.5
60,8,304,8.2,304.3,2.4,94.9,289.6,5.6,2.8,4.8,1.0,23.8,-62.3,-6356.3
61,9,309,8.5,309.6,2.5,97.4,294.2,5.7,3.0,4.9,1.0,23.7,-62.3,-6356.2
62,9,315,8.8,315.0,2.6,100.0,298.8,5.9,3.2,4.9,1.0,23.7,-62.3,-6356.0
63,9,321,9.1,320.6,2.7,103.2,304.1,6.0,3.5,4.9,1.1,23.7,-62.3,-6355.9
64,9,326,9.4,326.0,2.8,105.4,309.5,6.2,3.7,5.0,1.1,23.6,-62.3,-6355.8
65,9,331,9.7,332.2,2.9,110.1,314.9,6.3,3.8,5.0,1.1,23.6,-62.3,-6355.8
66,10,339,10.0,338.1,3.0,113.5,319.5,6.4,3.9,5.0,1.1,23.6,-62.3,-6355.2
67,10,344,10.3,344.0,3.1,117.0,322.6,6.4,3.9,5.1,1.2,23.5,-62.3,-6354.9
68,10,349,10.7,349.4,3.2,118.8,327.2,6.5,4.0,5.1,1.2,23.2,-62.2,-6354.7
69,11,355,11.0,355.7,3.4,123.4,333.3,6.7,4.2,5.2,1.2,23.2,-62.2,-6354.6
70,11,363,11.3,363.0,3.5,130.1,339.5,6.9,4.4,5.3,1.2,23.0,-62.2,-6354.3
71,12,371,11.6,370.2,3.6,136.5,344.9,7.1,4.7,5.3,1.3,22.7,-62.2,-6353.9
72,12,377,12.0,376.6,3.8,140.4,349.5,7.4,5.0,5.4,1.3,22.3,-62.2,-6353.6
73,12,382,12.3,383.1,3.9,144.3,354.8,7.6,5.3,5.5,1.3,21.9,-62.2,-6353.5
74,13,390,12.6,389.9,4.1,149.0,361.0,7.8,5.6,5.5,1.3,21.5,-62.2,-6353.2
75,13,398,13.0,397.2,4.2,154.7,366.4,8.1,5.9,5.6,1.3,21.0,-62.2,-6352.8
76,13,404,13.4,404.7,4.4,160.7,371.0,8.3,6.2,5.6,1.4,20.6,-62.2,-6352.4
77,14,412,13.8,412.4,4.5,167.0,376.3,8.6,6.4,5.6,1.4,20.1,-62.2,-6351.8
78,14,421,14.1,420.4,4.7,173.9,382.5,8.8,6.7,5.7,1.4,19.7,-62.2,-6351.5
79,14,428,14.6,436.3,4.9,198.7,388.6,9.0,7.0,5.7,1.5,19.8,-62.2,-6351.2
80,15,460,15.0,445.0,5.1,206.7,394.8,9.2,7.2,5.7,1.5,19.4,-62.1,-6347.3
81,15,447,15.4,453.0,5.3,213.0,401.7,9.5,7.5,5.8,1.5,18.8,-62.1,-6350.1
82,16,452,15.8,453.1,5.5,202.1,407.8,9.7,7.8,5.8,1.5,17.7,-62.1,-6350.2
83,16,461,16.1,461.0,5.7,208.1,413.2,9.9,8.0,5.9,1.6,17.3,-62.1,-6349.6
84,16,471,16.6,470.7,6.0,217.8,419.4,10.2,8.3,5.9,1.6,16.9,-62.1,-6348.9
85,17,481,17.0,481.1,6.2,228.8,425.5,10.4,8.5,5.9,1.6,16.5,-62.1,-6348.2
86,17,492,17.4,490.0,6.4,236.5,431.6,10.6,8.8,5.9,1.7,16.0,-62.1,-6347.4
87,18,497,17.9,498.8,6.7,243.9,437.8,10.8,9.0,5.9,1.7,15.5,-62.1,-6347.4
88,18,508,18.3,507.2,6.9,250.5,444.7,11.0,9.3,6.0,1.7,15.0,-62.1,-6346.8
89,19,517,18.7,517.7,7.2,261.1,451.6,11.3,9.5,6.0,1.8,14.6,-62.0,-6346.3
90,19,529,19.2,528.1,7.5,271.5,457.0,11.5,9.8,6.0,1.8,14.1,-62.0,-6345.2
91,20,539,19.6,539.4,7.7,283.2,462.4,11.8,10.1,6.1,1.8,13.7,-62.0,-6344.4
92,20,551,20.1,549.3,8.0,292.1,468.5,11.9,10.3,6.1,1.9,13.2,-62.0,-6343.5
93,20,558,20.6,560.3,8.3,303.0,474.7,12.0,10.4,6.1,1.9,12.7,-62.0,-6343.1
94,21,572,21.0,571.7,8.6,314.6,480.0,12.1,10.5,6.1,1.9,12.3,-62.0,-6341.8
95,22,585,21.6,584.0,9.0,327.6,485.4,12.2,10.6,6.1,2.0,11.8,-61.9,-6340.6
96,22,595,22.0,595.1,9.3,338.4,491.6,12.4,10.9,6.0,2.0,11.3,-61.9,-6339.8
97,22,605,22.6,605.6,9.7,348.1,498.5,12.7,11.2,6.0,2.0,10.8,-61.9,-6339.2
98,23,616,23.0,617.3,10.0,360.0,505.4,13.0,11.5,6.0,2.1,10.4,-61.9,-6338.5
99,23,631,23.6,629.4,10.4,372.3,511.5,13.3,11.8,6.0,2.1,10.0,-61.9,-6337.1
100,24,642,24.0,642.3,10.8,385.8,516.9,13.5,12.1,6.0,2.2,9.6,-61.9,-6336.1
101,24,655,24.6,654.5,11.2,398.1,522.3,13.7,12.3,6.0,2.2,9.2,-61.8,-6334.8
102,25,667,25.1,667.1,11.6,410.9,528.4,13.9,12.5,6.0,2.2,8.8,-61.8,-6333.7
103,26,679,25.6,679.5,12.0,423.2,534.6,14.1,12.8,6.0,2.3,8.4,-61.8,-6332.7
104,26,692,26.2,692.2,12.4,436.0,540.7,14.3,13.0,6.0,2.3,8.0,-61.8,-6331.5
105,27,705,26.7,705.5,12.9,449.7,546.9,14.5,13.2,6.0,2.4,7.6,-61.8,-6330.3
106,27,719,27.2,718.8,13.4,463.4,553.8,14.6,13.4,6.0,2.4,7.3,-61.7,-6329.0
107,28,732,27.8,732.9,13.8,478.1,559.9,14.8,13.5,6.0,2.4,6.9,-61.7,-6327.8
108,28,748,28.4,745.9,14.3,491.1,565.3,14.9,13.6,6.0,2.5,6.6,-61.7,-6326.1
109,29,758,29.0,759.1,14.8,504.3,571.4,15.0,13.8,6.0,2.5,6.2,-61.7,-6325.2
110,29,771,29.5,772.1,15.3,517.2,576.8,15.1,13.9,5.9,2.6,5.9,-61.7,-6323.8
111,30,787,30.1,785.6,15.9,530.5,582.2,15.2,14.0,5.9,2.6,5.6,-61.6,-6322.1
112,31,799,30.7,800.0,16.4,545.4,587.6,15.3,14.2,5.8,2.6,5.3,-61.6,-6320.9
113,31,815,31.3,815.0,17.0,561.0,593.7,15.4,14.3,5.8,2.7,5.0,-61.6,-6319.1
114,32,832,31.9,830.0,17.6,576.7,599.8,15.5,14.4,5.7,2.7,4.7,-61.6,-6317.2
115,32,844,32.5,844.6,18.2,591.8,606.0,15.6,14.6,5.7,2.8,4.5,-61.5,-6316.1
116,33,859,33.1,858.3,18.8,605.5,612.9,15.8,14.7,5.7,2.8,4.2,-61.5,-6314.5
117,34,873,33.7,873.1,19.4,620.7,619.0,15.9,14.8,5.6,2.9,3.9,-61.5,-6312.9
118,34,888,34.3,888.2,20.0,636.3,624.4,16.0,15.0,5.6,2.9,3.7,-61.5,-6311.1
119,35,904,35.0,903.3,20.7,651.9,629.0,16.1,15.1,5.5,2.9,3.5,-61.4,-6309.1
120,35,918,35.6,918.5,21.3,667.6,634.4,16.1,15.2,5.4,3.0,3.3,-61.4,-6307.4
121,36,934,36.2,933.3,22.0,682.8,641.3,16.2,15.3,5.3,3.0,3.0,-61.4,-6305.7
122,37,948,36.9,948.9,22.7,699.0,648.2,16.3,15.4,5.3,3.0,2.8,-61.4,-6304.0
123,38,965,37.5,964.0,23.4,714.7,653.6,16.3,15.5,5.2,3.1,2.7,-61.3,-6301.9
124,38,979,38.2,978.3,24.2,729.3,659.0,16.4,15.6,5.1,3.1,2.5,-61.3,-6300.2
125,39,991,38.9,992.9,24.9,744.2,665.1,16.5,15.7,5.1,3.2,2.3,-61.3,-6298.8
126,39,1008,39.5,1007.2,25.7,758.8,670.5,16.6,15.8,5.0,3.2,2.2,-61.2,-6296.5
127,40,1022,40.2,1022.5,26.4,774.7,674.3,16.7,15.9,4.9,3.2,2.0,-61.2,-6294.6
128,41,1037,40.9,1037.5,27.2,790.2,678.2,16.7,16.0,4.8,3.3,1.9,-61.2,-6292.4
129,41,1053,41.6,1052.8,28.0,806.1,683.6,16.8,16.1,4.6,3.3,1.8,-61.2,-6290.2
130,42,1068,42.2,1068.2,28.9,822.4,688.2,16.9,16.3,4.5,3.3,1.7,-61.1,-6288.2
131,43,1084,43.0,1083.1,29.7,837.9,692.8,17.0,16.4,4.4,3.4,1.5,-61.1,-6285.9
132,44,1098,43.7,1099.5,30.6,855.5,698.2,17.1,16.5,4.2,3.4,1.4,-61.1,-6284.0
133,44,1117,44.4,1116.2,31.4,873.5,702.8,17.1,16.6,4.1,3.4,1.3,-61.0,-6281.1
134,45,1134,45.0,1132.6,32.3,891.2,706.6,17.2,16.7,4.0,3.5,1.3,-61.0,-6278.5
135,46,1147,45.8,1146.9,33.2,906.1,710.4,17.2,16.8,3.8,3.5,1.2,-61.0,-6276.5
136,46,1160,46.5,1161.8,34.1,921.9,714.3,17.2,16.8,3.7,3.5,1.1,-60.9,-6274.6
137,47,1178,47.2,1177.3,35.1,938.7,717.4,17.2,16.9,3.5,3.6,1.0,-60.9,-6271.5
138,48,1194,48.0,1193.1,36.0,955.9,721.2,17.3,17.0,3.3,3.6,0.9,-60.9,-6269.1
139,49,1208,48.7,1208.0,37.0,971.9,725.8,17.4,17.2,3.1,3.7,0.9,-60.8,-6267.0
140,49,1223,49.5,1223.9,38.0,989.3,729.6,17.5,17.3,2.9,3.7,0.8,-60.8,-6264.5
141,50,1241,50.2,1239.9,39.0,1007.0,732.7,17.7,17.4,2.7,3.8,0.8,-60.8,-6261.3
142,51,1256,51.0,1256.7,40.0,1025.6,735.8,17.8,17.6,2.5,3.8,0.7,-60.7,-6258.9
143,52,1273,51.7,1271.4,41.1,1041.8,738.1,17.8,17.7,2.3,3.9,0.7,-60.7,-6255.7
144,52,1286,52.4,1287.0,42.1,1059.2,739.6,17.9,17.8,2.2,3.9,0.6,-60.7,-6253.4
145,53,1302,53.2,1302.6,43.2,1076.6,741.9,18.0,17.9,1.9,4.0,0.6,-60.6,-6250.3
146,54,1320,53.9,1319.6,44.3,1095.8,744.2,18.0,17.9,1.7,4.1,0.6,-60.6,-6247.1
147,55,1337,54.7,1338.8,45.4,1117.7,745.8,17.8,17.8,1.5,4.1,0.5,-60.6,-6243.9
148,56,1360,55.4,1356.3,46.6,1137.6,747.3,17.6,17.5,1.3,4.2,0.5,-60.5,-6239.3
149,56,1372,56.2,1372.6,47.7,1156.2,749.6,17.2,17.2,1.1,4.3,0.5,-60.5,-6237.0
150,57,1386,56.9,1385.2,48.9,1170.4,751.2,16.7,16.7,0.8,4.3,0.4,-60.4,-6234.4
151,58,1398,57.7,1399.1,50.1,1186.3,751.9,16.2,16.2,0.6,4.4,0.4,-60.4,-6231.9
152,58,1414,58.4,1414.8,51.3,1204.4,752.7,15.6,15.6,0.4,4.5,0.4,-60.4,-6228.6
153,59,1433,59.2,1431.0,52.5,1223.1,752.7,15.2,15.2,0.2,4.5,0.4,-60.3,-6224.6
154,60,1446,60.0,1447.3,53.7,1242.1,752.7,14.7,14.7,-0.1,4.6,0.3,-60.3,-6221.7
155,61,1463,60.8,1466.2,55.0,1264.1,752.7,14.3,14.3,-0.3,4.7,0.3,-60.3,-6218.1
156,61,1489,61.5,1482.9,56.3,1283.6,751.9,13.9,13.9,-0.6,4.7,0.3,-60.2,-6212.2
157,62,1496,62.3,1500.0,57.6,1303.7,751.2,13.6,13.6,-0.8,4.8,0.3,-60.2,-6210.6
158,63,1514,63.0,1514.1,58.9,1320.3,751.2,13.3,13.2,-1.0,4.9,0.2,-60.1,-6206.6
159,64,1532,63.8,1530.7,60.3,1340.0,749.6,13.0,12.9,-1.3,5.0,0.2,-60.1,-6202.5
160,64,1546,64.5,1547.2,61.6,1359.5,746.5,12.6,12.6,-1.5,5.0,0.2,-60.0,-6198.9
161,65,1564,65.3,1563.5,63.0,1378.8,745.0,12.3,12.2,-1.7,5.1,0.2,-60.0,-6194.8
162,66,1581,66.0,1579.3,64.4,1397.5,743.5,12.0,11.8,-1.9,5.2,0.2,-60.0,-6190.7
163,67,1594,66.8,1590.3,65.8,1410.9,740.4,11.7,11.5,-2.1,5.2,0.2,-59.9,-6187.3
164,68,1597,67.6,1594.7,67.2,1417.0,738.1,11.4,11.1,-2.3,5.3,0.1,-59.9,-6186.3
165,69,1594,68.3,1594.1,68.6,1417.5,736.6,11.1,10.8,-2.5,5.3,0.1,-59.9,-6186.8
166,69,1592,69.0,1591.5,70.1,1415.9,734.3,10.8,10.5,-2.7,5.3,0.1,-59.9,-6187.0
167,70,1589,69.8,1588.9,71.5,1414.3,730.4,10.6,10.2,-2.8,5.3,0.1,-59.9,-6187.2
168,71,1586,70.6,1587.3,72.9,1414.0,726.6,10.3,9.9,-3.0,5.4,0.1,-59.9,-6187.4
169,71,1587,71.3,1587.4,74.3,1415.7,723.5,10.1,9.5,-3.2,5.4,0.1,-59.9,-6186.8
170,72,1589,72.0,1589.7,75.7,1419.9,718.9,9.8,9.2,-3.3,5.4,0.1,-59.9,-6185.8
171,73,1593,72.8,1593.4,77.1,1425.7,714.3,9.4,8.8,-3.5,5.5,0.1,-59.9,-6184.4
172,74,1598,73.5,1598.1,78.6,1432.7,710.4,9.1,8.3,-3.6,5.5,0.1,-59.8,-6182.8
173,74,1603,74.2,1602.7,80.0,1439.6,705.8,8.7,7.9,-3.7,5.5,0.1,-59.8,-6181.1
174,75,1607,75.0,1607.3,81.5,1446.6,702.0,8.4,7.5,-3.8,5.6,0.1,-59.8,-6179.8
175,76,1612,75.6,1612.3,82.9,1454.0,698.2,8.2,7.2,-3.9,5.6,0.0,-59.8,-6178.2
176,76,1618,76.3,1617.6,84.4,1461.7,693.5,7.9,6.9,-3.9,5.6,0.0,-59.8,-6176.3
177,77,1623,77.0,1623.4,85.8,1470.0,688.9,7.8,6.7,-4.0,5.7,0.0,-59.8,-6174.7
178,78,1629,77.7,1629.0,87.3,1478.0,684.3,7.7,6.6,-4.0,5.7,0.0,-59.7,-6172.6
179,79,1635,78.3,1634.6,88.8,1486.1,679.7,7.7,6.6,-4.1,5.7,0.0,-59.7,-6170.9
180,79,1640,79.0,1639.6,90.3,1493.5,675.1,7.8,6.7,-4.1,5.8,0.0,-59.7,-6169.2
181,80,1644,79.7,1644.7,91.8,1500.9,671.3,8.0,6.9,-4.2,5.8,0.0,-59.7,-6167.7
182,80,1650,80.4,1650.1,93.3,1508.7,666.7,8.3,7.1,-4.2,5.9,0.0,-59.7,-6165.9
183,81,1656,81.0,1655.7,94.8,1516.8,661.3,8.5,7.4,-4.2,5.9,0.0,-59.6,-6163.9
184,82,1661,81.7,1661.6,96.4,1525.0,655.9,8.7,7.6,-4.2,5.9,0.0,-59.6,-6162.0
185,82,1668,82.3,1667.8,97.9,1533.5,650.5,8.9,7.8,-4.2,6.0,0.0,-59.6,-6160.0
186,83,1674,83.0,1673.5,99.4,1541.6,645.9,9.0,8.0,-4.2,6.0,0.0,-59.6,-6157.9
187,84,1679,83.6,1679.4,101.0,1549.6,641.3,9.1,8.1,-4.2,6.1,0.0,-59.6,-6156.4
188,84,1685,84.2,1684.8,102.5,1557.3,637.5,9.1,8.1,-4.2,6.1,0.0,-59.5,-6154.5
189,85,1691,84.9,1682.3,104.1,1556.3,633.6,9.2,8.2,-4.2,6.1,0.0,-59.5,-6152.7
190,86,1671,85.5,1688.3,105.7,1564.5,629.8,9.2,8.2,-4.2,6.1,0.0,-59.6,-6157.1
191,86,1703,86.1,1694.8,107.2,1573.2,626.7,9.3,8.3,-4.2,nan,nan,-59.5,-6149.0
192,87,1710,86.7,1709.5,108.8,1590.7,622.9,9.3,8.3,-4.2,nan,nan,-59.5,-6146.9
193,87,1715,87.3,1716.0,110.4,1599.3,619.0,9.3,8.4,-4.2,nan,nan,-59.4,-6145.3
194,88,1722,88.0,1722.2,112.0,1607.5,616.0,9.4,8.4,-4.2,nan,nan,-59.4,-6143.2
195,89,1729,88.6,1728.6,113.6,1615.9,611.4,9.4,8.4,-4.2,nan,nan,-59.4,-6141.1
196,89,1734,89.2,1734.9,115.3,1624.2,606.8,9.4,8.5,-4.2,nan,nan,-59.4,-6139.3
197,90,1741,89.8,1741.2,116.9,1632.5,602.9,9.5,8.5,-4.1,nan,nan,-59.4,-6137.2
198,90,1748,90.4,1747.8,118.5,1641.1,599.8,9.5,8.5,-4.1,nan,nan,-59.3,-6135.3
199,91,1754,91.0,1754.5,120.2,1649.8,596.8,9.5,8.6,-4.1,nan,nan,-59.3,-6133.4
200,92,1762,91.6,1760.9,121.9,1658.0,592.2,9.5,8.6,-4.1,nan,nan,-59.3,-6131.1
201,92,1767,92.1,1767.7,123.5,1666.6,588.3,9.5,8.6,-4.1,nan,nan,-59.3,-6129.4
202,93,1774,92.8,1774.2,125.2,1674.9,584.5,9.6,8.7,-4.1,nan,nan,-59.3,-6127.1
203,93,1781,93.3,1781.4,126.9,1684.0,580.6,9.7,8.8,-4.1,nan,nan,-59.2,-6125.1
204,94,1789,94.0,1788.3,128.6,1692.7,576.8,9.7,8.9,-4.1,nan,nan,-59.2,-6122.8
205,95,1795,94.5,1795.3,130.3,1701.4,573.0,9.8,8.9,-4.1,nan,nan,-59.2,-6120.7
206,95,1802,95.1,1802.7,132.0,1710.6,569.1,9.9,9.0,-4.1,nan,nan,-59.2,-6118.7
207,96,1811,95.7,1809.8,133.7,1719.4,564.5,9.9,9.0,-4.1,nan,nan,-59.1,-6116.0
208,96,1817,96.2,1817.3,135.4,1728.7,559.9,9.9,8.9,-4.2,nan,nan,-59.1,-6114.0
209,97,1824,96.8,1824.0,137.2,1737.0,555.3,9.8,8.9,-4.2,nan,nan,-59.1,-6111.6
210,97,1831,97.4,1831.4,138.9,1746.2,550.7,9.8,8.9,-4.2,nan,nan,-59.1,-6109.5
211,98,1839,97.9,1838.4,140.7,1754.9,546.1,9.9,8.9,-4.2,nan,nan,-59.1,-6107.0
212,99,1846,98.5,1845.7,142.4,1763.8,541.5,9.9,9.0,-4.2,nan,nan,-59.0,-6104.9
213,99,1853,99.0,1852.7,144.2,1772.3,537.6,9.9,9.0,-4.2,nan,nan,-59.0,-6102.6
214,100,1860,99.6,1860.6,146.0,1781.8,533.8,9.9,9.0,-4.2,nan,nan,-59.0,-6100.5
215,100,1869,100.1,1868.5,147.8,1791.4,529.2,9.9,9.0,-4.2,nan,nan,-59.0,-6097.6
216,101,1877,100.6,1876.5,149.6,1800.9,525.3,10.0,9.0,-4.2,nan,nan,-58.9,-6095.2
217,101,1884,101.1,1883.3,151.4,1809.3,520.7,10.0,9.1,-4.2,nan,nan,-58.9,-6093.0
218,102,1890,101.7,1890.4,153.2,1817.8,516.1,10.0,9.1,-4.2,nan,nan,-58.9,-6091.0
219,102,1898,102.2,1897.5,155.0,1826.4,511.5,10.1,9.1,-4.2,nan,nan,-58.9,-6088.4
220,103,1905,102.7,1905.3,156.9,1835.7,506.9,10.1,9.2,-4.2,nan,nan,-58.8,-6086.1
221,103,1913,103.2,1913.2,158.7,1845.1,503.1,10.1,9.2,-4.1,nan,nan,-58.8,-6083.6
222,104,1922,103.7,1921.5,160.6,1854.8,498.5,10.1,9.2,-4.1,nan,nan,-58.8,-6080.9
223,104,1930,104.1,1930.2,162.4,1864.9,493.9,10.1,9.2,-4.1,nan,nan,-58.8,-6078.3
224,105,1939,104.6,1938.4,164.3,1874.5,489.2,10.1,9.2,-4.0,nan,nan,-58.7,-6075.3
225,105,1946,105.1,1946.8,166.2,1884.1,485.4,10.1,9.2,-4.0,nan,nan,-58.7,-6073.0
226,106,1955,105.6,1954.3,168.1,1892.9,482.3,10.1,9.3,-3.9,nan,nan,-58.7,-6070.4
227,106,1962,106.0,1961.8,170.0,1901.7,478.5,10.1,9.3,-3.9,nan,nan,-58.7,-6068.2
228,107,1969,106.5,1969.4,171.9,1910.5,474.7,10.1,9.3,-3.9,nan,nan,-58.7,-6065.9
229,107,1978,107.0,1977.0,173.8,1919.4,470.8,10.1,9.3,-3.9,nan,nan,-58.6,-6063.2
230,107,1985,107.5,1985.3,175.7,1928.8,466.2,10.1,9.4,-3.9,nan,nan,-58.6,-6060.8
231,108,1994,107.9,1993.4,177.7,1938.1,462.4,10.1,9.4,-3.8,nan,nan,-58.6,-6058.0
232,108,2002,108.4,2001.6,179.6,1947.4,458.5,10.2,9.4,-3.8,nan,nan,-58.6,-6055.3
233,109,2009,108.8,2009.5,181.6,1956.5,454.7,10.2,9.4,-3.8,nan,nan,-58.5,-6053.0
234,109,2018,109.3,2018.6,183.6,1966.7,450.8,10.2,9.5,-3.7,nan,nan,-58.5,-6050.3
235,110,2029,109.7,2028.0,185.5,1977.1,447.0,10.2,9.5,-3.7,nan,nan,-58.5,-6046.6
236,110,2037,110.2,2036.8,187.5,1987.0,443.9,10.2,9.5,-3.7,nan,nan,-58.4,-6044.1
